@relation NLP

@attribute Tweet string
@attribute Category {SAMSUNG,IPHONE,VIVO,OPPO,XIAOMI,LENOVO}
@attribute Sentiment {POSITIVE,NEUTRAL,NEGATIVE,UNCATEGORIZED}

@data
'iya allah fotonya jelek banget kaya pakai kamera hape  motonya pakai samsung sa ',SAMSUNG,UNCATEGORIZED
'suka ah emoji samsung gede ',SAMSUNG,UNCATEGORIZED
' samsung rusak   ajah make ip isinya Cuma line ',SAMSUNG,UNCATEGORIZED
'samsung  xiaomi bagus sih   ',SAMSUNG,UNCATEGORIZED
'keren guyss galaxy j  j prime  js prime rilis indonesia   tawarkan spek bagus harga murah      ',SAMSUNG,UNCATEGORIZED
'suka laptop slim   dapetin mysterious quiz   creativ ',SAMSUNG,UNCATEGORIZED
'bagus beli samsung  hah  ',SAMSUNG,UNCATEGORIZED
'suka selfie  samsung galaxy j  j prime cocok menemani selfie terkece  teman keluarga  ',SAMSUNG,UNCATEGORIZED
'   jaringan ag nya tidak stabil suka pas samsung galaxy gift tidak stabil tidak  pakai combo xtra daerah kemayoran ',SAMSUNG,UNCATEGORIZED
'suka video unboxing samsung jj prime indonesia  tidak mewah ',SAMSUNG,UNCATEGORIZED
'video daftar putar mantap uji tes layar samsung kuat banget ',SAMSUNG,UNCATEGORIZED
'battery semalam habis habis  bagus samsung  ',SAMSUNG,UNCATEGORIZED
'suka video review samsung z  z indonesia ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy edge vs  iphone gs plus coca  cola freeze test  ',SAMSUNG,UNCATEGORIZED
'kanan walkman  kiri power bang  kat tangan samsung  ciri  ciri gen  anti sosial suka burung hantu ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'suka video best smartphone camera  asus zenfone   oppo fis  and samsung ',SAMSUNG,UNCATEGORIZED
'suka video review samsung z  z indonesia ',SAMSUNG,UNCATEGORIZED
' samsung rusak  iphone rusak  pakai sebentar  esia   ',SAMSUNG,UNCATEGORIZED
'okezonenews  penjelasan samsung terkait pelarangan galaxy note  indonesia ',SAMSUNG,UNCATEGORIZED
'suka banget aplikasi sesuai telepon seluler samsung sa  aplikasi sa   ',SAMSUNG,UNCATEGORIZED
'hp samsung seri zoom tyt lucuk iya      bagus kameranya  ',SAMSUNG,UNCATEGORIZED
'suka video review samsung z  z indonesia ',SAMSUNG,UNCATEGORIZED
'suka video review samsung z  z indonesia ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy edge review indonesia   juta sempurna ',SAMSUNG,UNCATEGORIZED
'okezonenews  rilis samsung galaxy j prime series tandingi huawei pg lite ',SAMSUNG,UNCATEGORIZED
'suka video review samsung z  z indonesia ',SAMSUNG,UNCATEGORIZED
'okezonenews  samsung cukupi panel oled iphone  ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy jj review indonesia ',SAMSUNG,UNCATEGORIZED
'id samsung galaxy js habis pembaruan os memory internal berkurang bnyak  tu   sd card suka tidak kbaca   payah   ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy as  vs asus zenfone  ze  zekl ',SAMSUNG,UNCATEGORIZED
'kampreet headshet samsung cepat banget rusak      ',SAMSUNG,UNCATEGORIZED
'samsung pengalaman menonton soundbar serihw  kgso ',SAMSUNG,UNCATEGORIZED
'suka video  simultaneously using  sim with sd card in samsung galaxy edge ',SAMSUNG,UNCATEGORIZED
'samsung smart tv  uhd  built in wifi   bagus   w  eva at airnav indonesia headquarters   pic   ',SAMSUNG,UNCATEGORIZED
'okezonenews  tanding samsung galaxy gear iconnya versus apple airpods ',SAMSUNG,UNCATEGORIZED
' dripada ip samsung a series j series  ip mah menang nama positif nggame ae suka error  ',SAMSUNG,UNCATEGORIZED
'call namanya  nomor telponnya  sayang suka ',SAMSUNG,UNCATEGORIZED
' tidak masuk ling form online ny st kirim bareng rusak gdg lazada  pcs tempred glass samsung ji  asus zen  zen in ',SAMSUNG,UNCATEGORIZED
' manakah bagus xioami redmi profesional vs samsung galaxy jj prime  lihat selengkapnya  ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy as  vs asus zenfone  ze  zekl ',SAMSUNG,UNCATEGORIZED
' sang pendatang luna duelkan samsung galaxy sg edge plus bagus iya  ',SAMSUNG,UNCATEGORIZED
'okezonenews  aktifkan c developers  samsung microsoft ',SAMSUNG,UNCATEGORIZED
'sue samsung rusak    ',SAMSUNG,UNCATEGORIZED
'suka video review samsung galaxy jj prime indonesia  pelengkap jj  ',SAMSUNG,UNCATEGORIZED
'samsung je kerusi tu kakak perempuan suka bersila je   ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy as  vs asus zenfone  ze  zekl ',SAMSUNG,UNCATEGORIZED
' kualitas bagus samsung kang ',SAMSUNG,UNCATEGORIZED
'mod pixel hp samsung  suka android  full of customisation  ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy as  vs asus zenfone  ze  zekl ',SAMSUNG,UNCATEGORIZED
'suka laptop slim   dapetin mysterious quiz   creativ ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy as  vs asus zenfone  ze  zekl ',SAMSUNG,UNCATEGORIZED
' kebanyakan unn  sebentar  sebentar liris lagu samsung terbaru  kadang suka nyesel beli tertawa ',SAMSUNG,UNCATEGORIZED
'suka video samsung galaxy edge vs  iphone gs plus coca  cola freeze test  ',SAMSUNG,UNCATEGORIZED
'suka video rgang samsung galaxy jj prime antutu benchmark test vs jj vs jj  vs as ',SAMSUNG,UNCATEGORIZED
'monitor komputer lcd samsung second mulus oke bagus nomor minus kelengkapan kabel vga kabel power   ',SAMSUNG,UNCATEGORIZED
'suka video unboxing samsung jj prime indonesia ',SAMSUNG,UNCATEGORIZED
'staff amik samsung  amik ipj  ipj cun suka  je button home hodoh  ',SAMSUNG,UNCATEGORIZED
'samsung hadirkan pengalaman teater rumah soundbar dolby atmos  blog  living ',SAMSUNG,UNCATEGORIZED
'video daftar putar mantap uji tes layar samsung kuat banget ',SAMSUNG,UNCATEGORIZED
'suka phone samsung note pen  ',SAMSUNG,UNCATEGORIZED
'suka video dihina pemilik toko  pria beli iphone menghancurkannya ',IPHONE,UNCATEGORIZED
'iphone ss spek tertinggi mantap more informasi  cd  cdb ',IPHONE,UNCATEGORIZED
'juragan  tnya  iphone lcd bagus touchscrennya lari  lari kadang kadang tidak  mohon pencerahanya  ',IPHONE,UNCATEGORIZED
' x suka iphone  ',IPHONE,UNCATEGORIZED
'hati hati beli iphone gadget store grage cirebon pelayanannya bagus mengalaminya ',IPHONE,UNCATEGORIZED
'pakai kamera iphone bagus nads ',IPHONE,UNCATEGORIZED
'light camera iphone gs bagus ',IPHONE,UNCATEGORIZED
'suka video google pixel vs iphone  vs galaxy edge vs oneplus   battery ',IPHONE,UNCATEGORIZED
' iphone  nya bagus ',IPHONE,UNCATEGORIZED
'nadsejkt pakai kamera nads  kamera iphone bagus ',IPHONE,UNCATEGORIZED
' suka pakai lenovo  taknak try samsung  sonya  iphone       ',IPHONE,UNCATEGORIZED
'hp sih iphone ngevideoin band live suaranya bagus  ',IPHONE,UNCATEGORIZED
' easy lhkitorang suka fon xbonya or psaku nk iphone  je   ',IPHONE,UNCATEGORIZED
'cie dibeliin iphone  earphone bagus cie twt ',IPHONE,UNCATEGORIZED
'suka tidur kaki menghadap pintu  bahayanya  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'okezonenews  enam aplikasi musik terbaik iphone    habis  ',IPHONE,UNCATEGORIZED
'okezonenews  enam aplikasi musik terbaik iphone    ',IPHONE,UNCATEGORIZED
'suka video  tes kecanggihan hp iphone ',IPHONE,UNCATEGORIZED
'parah  tukang kunci duplikat yogya digugat pengusaha rpi miliar  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'ferzin azhan ermbdk tu poyomasuk pkai kabelang orang kayapkai iphone gs plusayah pkai bmwmmg suka raih populariti ',IPHONE,UNCATEGORIZED
'iphone ss spek tertinggi mantap more informasi  cd  cdb ',IPHONE,UNCATEGORIZED
'tbh  kualitas music player nya sonya xperia bagus iphone  ',IPHONE,UNCATEGORIZED
'dijual iphone  gold   g  kondisi bagus earphone charger dipakai minat  ',IPHONE,UNCATEGORIZED
' hp iphone  mz  keterangannya suka terhenti ditengah  downlod  byts mendadak  byts ',IPHONE,UNCATEGORIZED
'suka video sorteo adik iphone  plus gb   ',IPHONE,UNCATEGORIZED
'iphone je kaya  gym je sado  usha je suka  lawa je hot  hensem je playboy  bodoh je  ',IPHONE,UNCATEGORIZED
'iphone ss spek tertinggi mantap more informasi  cd  cdb ',IPHONE,UNCATEGORIZED
'suka video erica iphone   galaxy giveaway  ',IPHONE,UNCATEGORIZED
'suka video apple  introducing iphone  ',IPHONE,UNCATEGORIZED
'ketpad iphone mu rusak iti ',IPHONE,UNCATEGORIZED
'terkini ganteng  cashing iphone  jerohan mito  type pengkhianat  lbh suka memperkaya membela nkri  out tni ',IPHONE,UNCATEGORIZED
'terkini ganteng  cashing iphone  jerohan mito  type pengkhianat  lbh suka memperkaya membela nkri  out tni ',IPHONE,UNCATEGORIZED
' malam min   kabel charger rusak membeli iphone sebulan   ',IPHONE,UNCATEGORIZED
'suka video irfan pengemis kaya samsung galaxy  iphone ss  jam ',IPHONE,UNCATEGORIZED
' kecepatan internet gg melambat parah  tidak  connected  whatsapp iphone  ',IPHONE,UNCATEGORIZED
'fakta wanita jepang suka pria indonesia  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'power bagus  bajetterengganu  bajetterengganu rakyat senang  nak beli iphone  rilek je ',IPHONE,UNCATEGORIZED
'eljih   tlrp saran merk hp bagus samsungiphone  ',IPHONE,UNCATEGORIZED
'okezonenews  iphone  menyala terbenam lumpur ',IPHONE,UNCATEGORIZED
' tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'onlyrpe   tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'onlyrpe   tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'onlyrpe   tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'onlyrpe   tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' tlrp saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' ic saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'   video porno  bokepfull mantap  irfan  pengemis miliki iphone ss jam tangan alexandre christie mengaku kapok ',IPHONE,UNCATEGORIZED
'tetiba suka iphone ish ',IPHONE,UNCATEGORIZED
'okezonenews  jajaran telepon seluler android alternatif iphone     habis  ',IPHONE,UNCATEGORIZED
'parah  tukang kunci duplikat yogya digugat pengusaha rpi miliar  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'a  hadiah laptop iphone suka   awk nak sayang kat awk  b     ',IPHONE,UNCATEGORIZED
'okezonenews  jajaran telepon seluler android alternatif iphone     ',IPHONE,UNCATEGORIZED
' iphone  nya bagus ',IPHONE,UNCATEGORIZED
'okezonenews  fasilitasi wireless charging  iphone  dibalut kaca  ',IPHONE,UNCATEGORIZED
'okezonenews  trump ajak apple bikin iphone amerika ',IPHONE,UNCATEGORIZED
'okezonenews  survei  pengguna iphone emosional egois ',IPHONE,UNCATEGORIZED
'suka video dihina pemilik toko  pria beli iphone menghancurkannya ',IPHONE,UNCATEGORIZED
'suka video  iphone  gratis kerja keras ',IPHONE,UNCATEGORIZED
' tempered glass powerbang bagus iphone gs plus iya min  anya recommendations  ',IPHONE,UNCATEGORIZED
'suka iphone    ',IPHONE,UNCATEGORIZED
'sepurna banget like new iphone  gold iggb gagb masuk inter zpa mantap pokoke  ',IPHONE,UNCATEGORIZED
'sepurna banget like new iphone  gold masuk inter zpa mantap pokoke minat calltextwa   pic   ',IPHONE,UNCATEGORIZED
'iphone ss spek tertinggi mantap more informasi  cd  cdb ',IPHONE,UNCATEGORIZED
'motomo printing desain suka suka  promo  hardcase  softcase  custom  iphone  samsung  xiaomi  ',IPHONE,UNCATEGORIZED
'pengemis henpon nya iphone bagus henpon      ',IPHONE,UNCATEGORIZED
' minapkah aplikasi cleaner iphone bagus ga   ',IPHONE,UNCATEGORIZED
'suka video glass iphone  case   ',IPHONE,UNCATEGORIZED
' iya  rusak  ma  belikan  iphone  iya  ma  ',IPHONE,UNCATEGORIZED
'hai shindu jual iphone  black   gb teman shindu  butuh uang  mulus  bagus banget ',IPHONE,UNCATEGORIZED
'metrotv  menonton video bikin iphone rusak ',IPHONE,UNCATEGORIZED
' lann iphone ku rusak negatif tidak line labtopp  pls liat  liatin tiket lan jam   kampus jam gnegatif bantu doa banget banget  ',IPHONE,UNCATEGORIZED
'menonton video bikin iphone rusak ',IPHONE,UNCATEGORIZED
'menonton video bikin iphone rusak ',IPHONE,UNCATEGORIZED
'menonton video bikin iphone rusak ',IPHONE,UNCATEGORIZED
'form  masuk uni  cewek teka suka penuhkan gallery iphone orang   ',IPHONE,UNCATEGORIZED
'   video porno  bokepfull mantap  video  irvan  pengemis iphone ss  samsung note  arloji alexa  ',IPHONE,UNCATEGORIZED
