@relation NLP

@attribute Tweet string
@attribute Category {SAMSUNG,IPHONE,VIVO,OPPO,XIAOMI,LENOVO}
@attribute Sentiment {POSITIVE,NEUTRAL,NEGATIVE,UNCATEGORIZED}

@data
'Saya suka video trinkets Samsung Galaxy Je   Water Test  aK  ',SAMSUNG,UNCATEGORIZED
'okezonenews  Huawei Langkahi Samsung Produsen Smartphone Paling Menguntungkan ',SAMSUNG,UNCATEGORIZED
'okezonenews  Samsung Disebut Jual Divisi PC Lonovo ',SAMSUNG,UNCATEGORIZED
'okezonenews  Bersaing Ranah IoT  Samsung Siapkan CPU Baru ',SAMSUNG,UNCATEGORIZED
'okezonenews  Imbas Galaxy Note   Samsung SDI Ingin Pulihkan Reputasi ',SAMSUNG,UNCATEGORIZED
'ID coba js lumanyann bagus ',SAMSUNG,UNCATEGORIZED
'Saya suka video Unboxing Samsung Jj Prime Indonesia  Nggak Cuma Mewah Doang ',SAMSUNG,UNCATEGORIZED
' suka selfie  try kamera  Samsung nxeo  ',SAMSUNG,UNCATEGORIZED
'Samsung diserbu hp cina  hape cina dinilai jelek   duudu  Hancur harga samsung  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Irfan Pengemis Kaya Punya Samsung Galaxy  iPhone sS  Jam ',SAMSUNG,UNCATEGORIZED
' samsung c bagus ',SAMSUNG,UNCATEGORIZED
'Samsung galaxy j  j prime slalu bagus selfi dimanapunAntiSelfieGelap ',SAMSUNG,UNCATEGORIZED
' samsung camera bagus oppo ',SAMSUNG,UNCATEGORIZED
' bagus sih kyknya samsung ',SAMSUNG,UNCATEGORIZED
' bagus Dulu pakai samsung Jj ',SAMSUNG,UNCATEGORIZED
'Eljih   TLRP saran merk hp bagus samsungiphone  ',SAMSUNG,UNCATEGORIZED
'Suka Iklan Samsung Galaxy Jj Prime  Mas Abimana ',SAMSUNG,UNCATEGORIZED
'Samsung Galaxy Ag Promantap ya   duh   ',SAMSUNG,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
'ONLYRPE   TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
'ONLYRPE   TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
'ONLYRPE   TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
'ONLYRPE   TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
' ic saran merk hp bagus samsungiphone ',SAMSUNG,UNCATEGORIZED
'okezonenews  Gara  Gara Galaxy Note   Timbul Masalah Kepercayaan Samsung SDI ',SAMSUNG,UNCATEGORIZED
'Lebih suka laptop slim Gimana   Dapetin mysterious quiz   creATIV ',SAMSUNG,UNCATEGORIZED
'Saya suka video  Alasan Untuk Tidak Pilih Samsung Zr  ',SAMSUNG,UNCATEGORIZED
'Permisi juragan ane numpang jualan juragan barang bagus nii monggoo juragan merapat Samsung Galaxy Aj Gold Released    ',SAMSUNG,UNCATEGORIZED
'okezonenews  Permohonan Maaf Samsung Melalui SD Card    GB ',SAMSUNG,UNCATEGORIZED
'Motomo Printing Desain Suka Suka  promo  Hardcase  softcase  custom  iphone  samsung  xiaomi  ',SAMSUNG,UNCATEGORIZED
'Sobatj tidak mengalami kesulitan smartphone  Share pengalaman ayo ID ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Jj  Review Indonesia  Harga Mid  Fitur Low  Power ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Galaxy Jj Prime Indonesia  Pelengkap Jj  ',SAMSUNG,UNCATEGORIZED
' id kalungnya bagus   ',SAMSUNG,UNCATEGORIZED
'Saya suka video Fanboy Samsung Garis Keras ',SAMSUNG,UNCATEGORIZED
'   video porno  bokepfull Mantap  VIDEO  Inilah Irvan  Pengemis Punya Iphone sS  Samsung Note  Arloji Alexa  ',SAMSUNG,UNCATEGORIZED
'Samsung Galaxy Jj Prime bagus  jt iya hm hm hm ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Galaxy Jj Prime Indonesia  Pelengkap Jj  ',SAMSUNG,UNCATEGORIZED
'Ga kerasa ut setaun rusak hp samsung nya    pic   ',SAMSUNG,UNCATEGORIZED
'Saya suka video aetech Samsung Galaxy Ab   Unboxing  Hands On  ',SAMSUNG,UNCATEGORIZED
'secanggih canggihnya ios  cinta android  sebagus bagusnya iphone  suka pakai samsung  ',SAMSUNG,UNCATEGORIZED
' rules bagus bagus  Im proud ur samsung hati  suka ',SAMSUNG,UNCATEGORIZED
'   video porno  bokepfull Mantap  Kisah Irfan  Pengemis Kedapatan Miliki Iphone Samsung Galaxy Note ',SAMSUNG,UNCATEGORIZED
' ID Mantap ',SAMSUNG,UNCATEGORIZED
'HP Android Murah Tapi Bagus Bulan November   Xiaomi  samsung  lenovo  HTC  Asus ',SAMSUNG,UNCATEGORIZED
'HP Android Murah Tapi Bagus Bulan November   Xiaomi  samsung  lenovo  HTC  Asus ',SAMSUNG,UNCATEGORIZED
' spek fitur mantap  Tinggal berani tidak promosi kaya samsung  oppo   ',SAMSUNG,UNCATEGORIZED
'Paling seneng teknisi kerjanya cepeet  Pengalaman banget teknisi       at Samsung Service Center   ',SAMSUNG,UNCATEGORIZED
'Kalau bilang Samsung Zr jelek  tidak setuju  Sebab  Zr telepon seluler bagus melatih pengendalian emosi  ',SAMSUNG,UNCATEGORIZED
'okezonenews  Qualcomm Ajak Samsung Kembangkan Snapdragon  ',SAMSUNG,UNCATEGORIZED
'Bagus slogannya  Samsung  UnLimitYourSelf  slogannya  Adidas  FirstNeverFollow    ',SAMSUNG,UNCATEGORIZED
'Suka ayah phone Samsung Prime tu  ',SAMSUNG,UNCATEGORIZED
'Samsung suka hati suka tertawa ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Jj  Review Indonesia  Juta HP Gaming  Murah  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Sj Edge vs  iPhone gS Plus Coca  Cola Freeze Test  ',SAMSUNG,UNCATEGORIZED
' pengennya sih Xiaomi   jt  Atau  walopun tidak suka merknya  Samsung  Mau mewah iya Sonya  ',SAMSUNG,UNCATEGORIZED
'   video porno  bokepfull Mantap  Samsung Masih Tertarik Garap Pasar Tablet ',SAMSUNG,UNCATEGORIZED
'Ada HP Terbaru samsung keren Abiz Internetnya aG  RAM  Kamera selfie bagus harga murah  ',SAMSUNG,UNCATEGORIZED
' bagus samsung edgej nara   serbaguna kesel  Coba deh  ',SAMSUNG,UNCATEGORIZED
' serius deh   hape xiaomi bagus kah  Kalo selfie samsung bagusan   anak beli hape berdasarkan kamera  ',SAMSUNG,UNCATEGORIZED
'Cian banget pulang pulau bawa  hape rusak grgr kecemplung    with Reza at Samsung Service Center   ',SAMSUNG,UNCATEGORIZED
' Heran deh  samsung sih suka erorr   ',SAMSUNG,UNCATEGORIZED
'Pengalaman pakai Samsung galaxy sa  jelek banget  garansi habis langsung rusak  kena bayar sc rjt  Apple aja   ',SAMSUNG,UNCATEGORIZED
'  Samsung Galaxy Js menyebut brand Samsung pola pikir produk  produk besutannya  ',SAMSUNG,UNCATEGORIZED
'   video porno  bokepfull Mantap  Tablet Terbaru Samsung Sudah Dilengkapi S  Pen ',SAMSUNG,UNCATEGORIZED
' nama angel tipe hape samsung galaxy tab A iya makai indosat jaringanya jelek min    ',SAMSUNG,UNCATEGORIZED
'   video porno  bokepfull Mantap  Pengemis JPO Ini Bawa Samsung Note  Iphone sS ',SAMSUNG,UNCATEGORIZED
'Saya suka video dj lagu joget enak hp samsung ',SAMSUNG,UNCATEGORIZED
'ID min tidak penerus Galaxy Note    edition  iya  Punya ane rusak tab menyamaimelebihi tab ',SAMSUNG,UNCATEGORIZED
'   video porno  bokepfull Mantap  Jangan Iri Ya  Pengemis Cacat Ini Punya  Gaji  Luar Biasa  Bawa Smartphone iPhone  ',SAMSUNG,UNCATEGORIZED
'Lagi service center samsung  henpon jelek  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Unbonya  Review Samsung Jj prime Indonesia ',SAMSUNG,UNCATEGORIZED
'Satuh mimin suka SAMSUNG  JjPrime desainnya  Di full metal  Bahan logam enak digenggam  Iya tidak  ',SAMSUNG,UNCATEGORIZED
'Oleh SAMSUNG Galaxy  JjPrime cocok suka kebersamaan  selfie muat  ',SAMSUNG,UNCATEGORIZED
'Pertama  SAMSUNG Galaxy  JjPrime  Smartphone cocok suka kebersamaan sharing social media  Apalagi sharing foto  ',SAMSUNG,UNCATEGORIZED
' Sepertinya  pakai delcell qc   kinerjanya bagus arti charge cepat  dipadukan kepala samsung  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Ag Pro   Besar Lega ',SAMSUNG,UNCATEGORIZED
'Lebih suka laptop slim Gimana   Dapetin mysterious quiz   creATIV ',SAMSUNG,UNCATEGORIZED
' cari kamera bagus outdoor kuat multitasking  pengin nyoba xiaomi mas  bosen samsung  resmi terbaru  prime note  ',SAMSUNG,UNCATEGORIZED
'tidak suka banget instrumen  over the horizon  samsung   ',SAMSUNG,UNCATEGORIZED
'  Suka iphone samsung  ',SAMSUNG,UNCATEGORIZED
'Paling ta suka wifi ruma  Aku terpaksa data digi  Tapi online samsung  Ipod tersadai  ',SAMSUNG,UNCATEGORIZED
' samsung xiaomi bagus mna  Klo samsung  nya z  z xiaomi nya mis  Ato dibalik  Samsung edge xiaomi redmi   ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Ab    vs Jj Prime  Speed Test   aK  ',SAMSUNG,UNCATEGORIZED
' lawa  Aku suka design  Mcm ss githew  Tkbest SE  Tp samsung edge lawa gila  ',SAMSUNG,UNCATEGORIZED
'beli kabelnya samsung takutnya gampang rusak kayak bawaan hp  Gk setahun tidak dipake fast charging ',SAMSUNG,UNCATEGORIZED
' ID Iya  Setau PLS panel layar Samsung menyaingi IPS  Tp sayang kadang suka tidak ditulis spec   ',SAMSUNG,UNCATEGORIZED
'okezonenews  Teknologi Baru Samsung Usai Caplok Harman ',SAMSUNG,UNCATEGORIZED
'  Samsung  Tak hidup normal lampu dunia paparazzi imagenya rusak  ',SAMSUNG,UNCATEGORIZED
' samsung sih bagus tertawa ',SAMSUNG,UNCATEGORIZED
' kgkbody jelekkalau urusan kamera lumayan  cas  layar  tebel banget  v samsung Ae iph s ',SAMSUNG,UNCATEGORIZED
'Unit Samsung rusak  Jgn terburu  buru dibawa servisan tidak resmi  Bawa KDR Kediri  ',SAMSUNG,UNCATEGORIZED
'Hidup jengkol  Bung Anies suka makan jengkol euy     ',SAMSUNG,UNCATEGORIZED
'Ag nya samsung kayaknya bagus yah ',SAMSUNG,UNCATEGORIZED
'okezonenews  Samsung Sebut Galaxy Sj Masih Aman Ledakan ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Zr Review Indonesia  HP MASA GITU  ',SAMSUNG,UNCATEGORIZED
' rusak kali  Itu kya hp samsung kya nyala mati ',SAMSUNG,UNCATEGORIZED
'Saya suka video Unboxing Samsung Jj Prime Indonesia  Nggak Cuma Mewah Doang ',SAMSUNG,UNCATEGORIZED
'Saya suka video Micro SD SIM Samsung Galaxy Ae  As  Aj e Es ',SAMSUNG,UNCATEGORIZED
'wak bagus  bersyukur  je samsung kahkah ipong lambat ',SAMSUNG,UNCATEGORIZED
'Lagi tunggu berita bagus     samsung recall Zr   ForceClose dimana   ',SAMSUNG,UNCATEGORIZED
' iyasih xiaomi bagus  Tp nyoba pakai samsung tahan bantin banget  ',SAMSUNG,UNCATEGORIZED
'okezonenews  Pasca Meledak  Samsung Tegaskan Baterai Sj Aman ',SAMSUNG,UNCATEGORIZED
'Ready OPPO NeoAFs desain mewah ccok anak remaja  kualitas kamera Bagus  Ready SamsungXiomiLenovo  Siap COD GAN ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Zr Indonesia ',SAMSUNG,UNCATEGORIZED
'Saya suka video aetech Samsung Galaxy Ab   Unboxing  Hands On  ',SAMSUNG,UNCATEGORIZED
' Js bagus  AKalo bandingin harga spec menang Xiaomi sihCuma Kalo spec lihat harga Samsung lbh unggul ',SAMSUNG,UNCATEGORIZED
'ID tidak puas kulkas samsung RTeb  benerin rusak  makanan busuk bulak beli ID ',SAMSUNG,UNCATEGORIZED
'Sebab mandi lerr  Tapi muka mandi  Sebab camera samsung bagus tertawa ',SAMSUNG,UNCATEGORIZED
' chargernya rusak banget  samsung young  young  bha ',SAMSUNG,UNCATEGORIZED
'iya Allah fotonya jelek banget kaya pakai kamera hape  motonya pakai samsung Sa ',SAMSUNG,UNCATEGORIZED
'Tak suka ah emoji samsung gede ',SAMSUNG,UNCATEGORIZED
' samsung rusak   Ini ajah make ip isinya Cuma line ',SAMSUNG,UNCATEGORIZED
'Samsung  Tp xiaomi bagus sih   ',SAMSUNG,UNCATEGORIZED
'Keren Guyss Galaxy Jr Prime  Js Prime rilis Indonesia   Tawarkan spek bagus Harga Murah      ',SAMSUNG,UNCATEGORIZED
'Lebih suka laptop slim Gimana   Dapetin mysterious quiz   creATIV ',SAMSUNG,UNCATEGORIZED
'Bagus beli samsung  Hah  ',SAMSUNG,UNCATEGORIZED
'Suka selfie  Samsung Galaxy Jr Prime cocok menemani Selfie terkece  Anda teman keluarga  ',SAMSUNG,UNCATEGORIZED
'   jaringan aG nya tidak stabil suka pas samsung galaxy gift tidak stabil tidak  pakai combo xtra daerah kemayoran ',SAMSUNG,UNCATEGORIZED
'Saya suka video Unboxing Samsung Jj Prime Indonesia  Nggak Cuma Mewah Doang ',SAMSUNG,UNCATEGORIZED
'Saya video daftar putar Mantap Uji tes layar Samsung Sj kuat banget ',SAMSUNG,UNCATEGORIZED
'battery semalam habis habis  bagus samsung  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Zr Indonesia ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Sj Edge vs  iPhone gS Plus Coca  Cola Freeze Test  ',SAMSUNG,UNCATEGORIZED
'Kanan walkman  kiri power bang  Kat tangan samsung  Ciri  iri gen  Y anti sosial suka burung hantu ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Saya suka video Best smartphone camera  ASUS Zenfone   Oppo FiS  and Samsung ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Zr Indonesia ',SAMSUNG,UNCATEGORIZED
' Samsung rusak  iphone rusak  pakai sebentar  Esia   ',SAMSUNG,UNCATEGORIZED
'okezonenews  Penjelasan Samsung Terkait Pelarangan Galaxy Note  Indonesia ',SAMSUNG,UNCATEGORIZED
'Suka banget aplikasi sesuai telepon seluler samsung Sa  aplikasi sa   ',SAMSUNG,UNCATEGORIZED
'hp samsung seri zoom tyt lucuk iya      bagus kameranya  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Zr Indonesia ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Zr Indonesia ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Sj Edge Review Indonesia   Juta sempurna ',SAMSUNG,UNCATEGORIZED
'okezonenews  Rilis Samsung Galaxy J Prime Series Tandingi Huawei Pg Lite ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Zr Indonesia ',SAMSUNG,UNCATEGORIZED
'okezonenews  Samsung Tak Bisa Cukupi Panel OLED iPhone Selanjutnya  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Jj Review Indonesia ',SAMSUNG,UNCATEGORIZED
'ID samsung galaxy js habis pembaruan OS memory internal berkurang bnyak  tu   SD card suka tidak kbaca   payah   ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy As  Vs Asus Zenfone  ZEsroKL ',SAMSUNG,UNCATEGORIZED
'Kampreet headshet samsung cepat banget rusak      ',SAMSUNG,UNCATEGORIZED
'Samsung Berikan Pengalaman Baru Menonton Dengan Soundbar SeriHW  Kgso ',SAMSUNG,UNCATEGORIZED
'Saya suka video  Simultaneously using  SIM with SD Card in Samsung Galaxy Sj Edge ',SAMSUNG,UNCATEGORIZED
'Samsung Smart TV  UHD aK  Built in WiFi   Terlalu bagus   w  Eva at AirNav Indonesia Headquarters   pic   ',SAMSUNG,UNCATEGORIZED
'okezonenews  Tanding Samsung Galaxy Gear IconX versus Apple AirPods ',SAMSUNG,UNCATEGORIZED
' dripada ip samsung A series J series  Ip mah menang nama  v nggame ae suka error  ',SAMSUNG,UNCATEGORIZED
'call namanya  nomor telponnya  sayang suka ',SAMSUNG,UNCATEGORIZED
' tidak masuk ling form online ny st kirim bareng rusak gdg lazada  pcs tempred glass samsung ji  asus zen  zen in ',SAMSUNG,UNCATEGORIZED
'Menurut  manakah bagus Xioami Redmi Pro vs Samsung Galaxy Jj Prime  Lihat selengkapnya  ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy As  Vs Asus Zenfone  ZEsroKL ',SAMSUNG,UNCATEGORIZED
'Kira  sang pendatang Luna duelkan Samsung Galaxy Sg Edge Plus bagus iya  ',SAMSUNG,UNCATEGORIZED
'okezonenews  Aktifkan C Developers  Samsung Bekerja Sama Microsoft ',SAMSUNG,UNCATEGORIZED
'Sue samsung rusak    ',SAMSUNG,UNCATEGORIZED
'Saya suka video Review Samsung Galaxy Jj Prime Indonesia  Pelengkap Jj  ',SAMSUNG,UNCATEGORIZED
'samsung je kerusi tu kakak perempuan suka bersila je   ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy As  Vs Asus Zenfone  ZEsroKL ',SAMSUNG,UNCATEGORIZED
' kualitas bagus samsung kang ',SAMSUNG,UNCATEGORIZED
'Mod pixel hp samsung  Ni suka android  Full of customisation  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy As  Vs Asus Zenfone  ZEsroKL ',SAMSUNG,UNCATEGORIZED
'Lebih suka laptop slim Gimana   Dapetin mysterious quiz   creATIV ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy As  Vs Asus Zenfone  ZEsroKL ',SAMSUNG,UNCATEGORIZED
' kebanyakan unn  sebentar  sebentar liris lagu samsung terbaru  Jadi kadang suka nyesel beli tertawa ',SAMSUNG,UNCATEGORIZED
'Saya suka video Samsung Galaxy Sj Edge vs  iPhone gS Plus Coca  Cola Freeze Test  ',SAMSUNG,UNCATEGORIZED
'Saya suka video rgang Samsung Galaxy Jj Prime AnTuTu Benchmark Test Vs Jj vs Jj  Vs As ',SAMSUNG,UNCATEGORIZED
'monitor komputer lcd SAMSUNG second mulus oke bagus nomor minus kelengkapan kabel vga kabel power   ',SAMSUNG,UNCATEGORIZED
'Saya suka video Unboxing Samsung Jj Prime Indonesia ',SAMSUNG,UNCATEGORIZED
'Staff amik samsung  Kenapa amik ipj  Ipj cun suka  je button home hodoh  ',SAMSUNG,UNCATEGORIZED
'Samsung Hadirkan Pengalaman Teater Rumah Soundbar Dolby Atmos  Blog  Living ',SAMSUNG,UNCATEGORIZED
'Saya video daftar putar Mantap Uji tes layar Samsung Sj kuat banget ',SAMSUNG,UNCATEGORIZED
'Aq suka phone Samsung Note pen  ',SAMSUNG,UNCATEGORIZED
'Saya suka video Dihina Pemilik Toko  Pria Ini Beli Semua Iphone Menghancurkannya ',IPHONE,UNCATEGORIZED
'IPHONE sS SPEK TERTINGGI DAN MANTAP more informasi  CDB ',IPHONE,UNCATEGORIZED
'juragan  tnya  iphone lcd bagus touchscrennya lari  lari kadang kadang tidak  mohon pencerahanya  ',IPHONE,UNCATEGORIZED
' x suka iphone  ',IPHONE,UNCATEGORIZED
'Hati hati beli iphone gadget store grage cirebon pelayanannya bagus mengalaminya ',IPHONE,UNCATEGORIZED
'pakai kamera iphone bagus nads ',IPHONE,UNCATEGORIZED
'Ternyata light camera iphone gs bagus ',IPHONE,UNCATEGORIZED
'Saya suka video Google Pixel vs iPhone  vs Galaxy Sj Edge vs OnePlus   Battery ',IPHONE,UNCATEGORIZED
' iphone  nya bagus ',IPHONE,UNCATEGORIZED
'NadseJKT pakai kamera nads  kamera iphone bagus ',IPHONE,UNCATEGORIZED
' suka pakai lenovo  Taknak try samsung  Sonya  Iphone       ',IPHONE,UNCATEGORIZED
'Hp sih iphone ngevideoin band live suaranya bagus  ',IPHONE,UNCATEGORIZED
' easy lhkitorang suka fon Xbonya or PSAku nk iPhone  je   ',IPHONE,UNCATEGORIZED
'CIEEE DIBELIIN IPHONE  SEKALIAN EARPHONE BAGUS CIEEEEEEE twt ',IPHONE,UNCATEGORIZED
'Suka tidur kaki menghadap pintu  Ini bahayanya  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'okezonenews  Enam Aplikasi Musik Terbaik iPhone    Habis  ',IPHONE,UNCATEGORIZED
'okezonenews  Enam Aplikasi Musik Terbaik iPhone    ',IPHONE,UNCATEGORIZED
'Saya suka video Inilah  tes kecanggihan hp iphone ',IPHONE,UNCATEGORIZED
'Parah  Tukang Kunci Duplikat Yogya Digugat Pengusaha Rpi Miliar  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'Ferzin Azhan ermbdk tu poyomasuk pkai kabelang orang kayapkai iphone gs plusayah pkai bmwmmg suka raih populariti ',IPHONE,UNCATEGORIZED
'IPHONE sS SPEK TERTINGGI DAN MANTAP more informasi  CDB ',IPHONE,UNCATEGORIZED
'Tbh  kualitas music player nya Sonya Xperia bagus iPhone  ',IPHONE,UNCATEGORIZED
'Dijual iphone  Gold   g  kondisi bagus Earphone charger dipakai Minat  ',IPHONE,UNCATEGORIZED
' hp iphone  mz  Keterangannya suka terhenti ditengah  downlod  byts mendadak  byts ',IPHONE,UNCATEGORIZED
'Saya suka video SORTEO DE IPHONE  PLUS GB   ',IPHONE,UNCATEGORIZED
'Asal iphone je kaya  Asal gym je sado  Asal usha je suka  Asal lawa je hot  Asal hensem je playboy  Asal bodoh je  ',IPHONE,UNCATEGORIZED
'IPHONE sS SPEK TERTINGGI DAN MANTAP more informasi  CDB ',IPHONE,UNCATEGORIZED
'Saya suka video erica iPhone   Galaxy Sj Giveaway  ',IPHONE,UNCATEGORIZED
'Saya suka video Apple  Introducing iPhone  ',IPHONE,UNCATEGORIZED
'ketpad iphone mu rusak iti ',IPHONE,UNCATEGORIZED
'terkini Ganteng  Cashing iPhone  jerohan MITO  Type pengkhianat  lbh suka memperkaya membela NKRI  out TNI ',IPHONE,UNCATEGORIZED
'terkini Ganteng  Cashing iPhone  jerohan MITO  Type pengkhianat  lbh suka memperkaya membela NKRI  out TNI ',IPHONE,UNCATEGORIZED
' malam min  Saya  kabel charger rusak membeli iphone sebulan   ',IPHONE,UNCATEGORIZED
'Saya suka video Irfan Pengemis Kaya Punya Samsung Galaxy  iPhone sS  Jam ',IPHONE,UNCATEGORIZED
'Sudah  kecepatan internet GG melambat parah  Bahkan tidak  connected  whatsapp iPhone  ',IPHONE,UNCATEGORIZED
'Fakta wanita jepang suka pria indonesia  news  berita  xxnya ',IPHONE,UNCATEGORIZED
'Punya power bagus  BajetTerengganu  erengganu rakyat senang  Nak beli iPhone  rilek je ',IPHONE,UNCATEGORIZED
'Eljih   TLRP saran merk hp bagus samsungiphone  ',IPHONE,UNCATEGORIZED
'okezonenews  iPhone  Masih Menyala Meski Terbenam Lumpur ',IPHONE,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'ONLYRPE   TLRP saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
' TLRP saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
'ONLYRPE   TLRP saran merk hp bagus samsungiphone ',IPHONE,UNCATEGORIZED
