@relation NLP

@attribute Tweet string
@attribute Category {SAMSUNG,IPHONE,VIVO,OPPO,XIAOMI,LENOVO}
@attribute Sentiment {POSITIVE,NEUTRAL,NEGATIVE,UNCATEGORIZED}

@data
'suka-VBI video-NN irfan-NN emis-NN kaya-JJ samsung-VBT galaxy-NN iphone-NN ss-NN jam-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN c-JJ bagus-IN ',SAMSUNG,UNCATEGORIZED
'samsung-NN galaxy-NN j-NN j-NN prime-NN slalu-NN bagus-NN selfi-SC dimanapunantiselfiegelap-VBT ',SAMSUNG,UNCATEGORIZED
'samsung-NN camera-NN bagus-NN oppo-JJ ',SAMSUNG,UNCATEGORIZED
'bagus-IN sih-NN kyknya-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'bagus-IN pakai-NN samsung-VBT jj-NN ',SAMSUNG,UNCATEGORIZED
'eljih-NN tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI iklan-NN samsung-NN galaxy-NN jj-NN prime-NN mas-NN abimana-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN galaxy-NN ag-IN promantap-NN ya-UH duh-NN ',SAMSUNG,UNCATEGORIZED
'tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'onlyrpe-NN tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'onlyrpe-NN tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'onlyrpe-NN tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'onlyrpe-NN tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'tlrp-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'ic-NN saran-NN merk-VBT hp-NN bagus-NN samsungiphone-JJ ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN gara-NN gara-NN galaxy-NN note-NN timbul-VBI percaya-JJ samsung-SC sdi-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI laptop-NN slim-NN dapetin-MD mysterious-NNP quiz-NNP creativ-NNP ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN alas-NN tidak-NEG pilih-NN samsung-NN z-NN z-NN ',SAMSUNG,UNCATEGORIZED
'permisi-NN juragan-NN ane-IN numpang-NN jual-NN juragan-NN barang-NN bagus-IN nii-JJ monggoo-NN juragan-NN rapat-JJ samsung-VBT galaxy-NN gold-NN released-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN mohon-NN maaf-NN samsung-NN sd-NN card-NN gb-NN ',SAMSUNG,UNCATEGORIZED
'motomo-NN printing-NN desain-NN suka-VBI suka-VBI promo-NN hardcase-NN softcase-NN custom-NN iphone-NN samsung-JJ xiaomi-SYM ',SAMSUNG,UNCATEGORIZED
'sobatj-NN tidak-NEG alami-NN sulit-JJ smartphone-IN share-NN alam-NN ayo-NN id-NNP ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN jj-NN review-NN indonesia-NN harga-NN mid-NN fitur-NN power-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN galaxy-NN jj-NN prime-NN indonesia-NN lengkap-JJ jj-NN ',SAMSUNG,UNCATEGORIZED
'id-NN kalung-NN bagus-IN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN fanboy-NN samsung-NN garis-NN keras-JJ ',SAMSUNG,UNCATEGORIZED
'samsung-NN galaxy-NN jj-NN prime-NN bagus-IN jt-NN iya-NN hm-NN hm-NN hm-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN galaxy-NN jj-NN prime-NN indonesia-NN lengkap-JJ jj-NN ',SAMSUNG,UNCATEGORIZED
'tidak-NEG rasa-NN ut-NN taun-NN rusak-JJ hp-NN samsung-NN nya-NN pic-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN aetech-NN samsung-NN galaxy-NN ab-NN unboxing-NN hands-RB on-FW ',SAMSUNG,UNCATEGORIZED
'canggih-JJ canggih-JJ ios-NN cinta-NN android-NN bagus-NN bagus-IN iphone-NN suka-VBI pakai-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'rules-NN bagus-NN bagus-IN im-NN proud-NN ur-NN samsung-VBT hati-NN suka-VBI ',SAMSUNG,UNCATEGORIZED
'id-NN mantap-JJ ',SAMSUNG,UNCATEGORIZED
'hp-NN android-NN murah-JJ bagus-IN november-NN xiaomi-SYM samsung-VBT lenovo-NN htc-NN asus-NN ',SAMSUNG,UNCATEGORIZED
'hp-NN android-NN murah-JJ bagus-IN november-NN xiaomi-SYM samsung-VBT lenovo-NN htc-NN asus-NN ',SAMSUNG,UNCATEGORIZED
'spek-NN fitur-NN mantap-JJ tinggal-VBI berani-JJ tidak-NEG promosi-NN kaya-JJ samsung-VBT oppo-NN positif-JJ ',SAMSUNG,UNCATEGORIZED
'neng-NN teknisi-NN kerja-NN cepeet-JJ alam-NN banget-NN teknisi-NN at-IN samsung-VBT service-NN center-NN ',SAMSUNG,UNCATEGORIZED
'bilang-SC samsung-VBT z-NN z-NN jelek-JJ tidak-NEG tuju-NN z-NN z-NN telepon-NN seluler-NN bagus-NN latih-JJ kendali-NN emosi-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN qualcomm-NNP ajak-NN samsung-NN kembang-NN snapdragon-NN ',SAMSUNG,UNCATEGORIZED
'bagus-IN slogan-NN samsung-NN unlimityourself-NN slogan-NN adidas-NNP firstneverfollow-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI ayah-NN phone-NN samsung-NN prime-NN tu-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ suka-VBI hati-NN suka-VBI tawa-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN jj-NN review-NN indonesia-NN juta-CDP hp-NN gaming-NN murah-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN edge-NN vs-NN iphone-NN gs-NN plus-NN coca-NN cola-NN freeze-NN test-NN ',SAMSUNG,UNCATEGORIZED
'en-NN sih-JJ xiaomi-SYM jt-CDP walopun-CC tidak-NEG suka-VBI merknya-VBT samsung-NN mewah-JJ iya-NN sonya-NNP ',SAMSUNG,UNCATEGORIZED
'hp-NN baru-JJ samsung-NN keren-JJ abiz-NN internetnya-NN ag-IN ram-NN kamera-NN selfie-NN bagus-IN harga-NN murah-JJ ',SAMSUNG,UNCATEGORIZED
'bagus-IN samsung-VBT edgej-NN nara-NN serbaguna-JJ kesel-NN coba-NN deh-NN ',SAMSUNG,UNCATEGORIZED
'serius-JJ deh-NN hape-RB xiaomi-SYM bagus-IN kah-NNP selfie-NN samsung-JJ bagus-IN anak-NN beli-VBT hape-NN dasar-NN kamera-NN ',SAMSUNG,UNCATEGORIZED
'ci-NN banget-NN pulang-VBI pulau-NN bawa-NN hape-NN rusak-JJ grgr-FW cemplung-FW with-FW reza-NN at-IN samsung-VBT service-NN center-NN ',SAMSUNG,UNCATEGORIZED
'heran-NN deh-NN samsung-VBT sih-NN suka-VBI erorr-NN ',SAMSUNG,UNCATEGORIZED
'alam-NN pakai-NN samsung-NN galaxy-NN sa-NN jelek-JJ banget-NN garansi-NN habis-VBI langsung-JJ rusak-JJ kena-NN bayar-NN sc-NN rjt-NNP apple-NN aja-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN galaxy-NN js-NN sebut-NN brand-NN samsung-NN pola-NN pikir-NN produk-NN produk-NN besut-JJ ',SAMSUNG,UNCATEGORIZED
'nama-NN angel-NN tipe-NN hape-NN samsung-NN galaxy-NN tab-FW a-FW iya-NN makai-NN indosat-NN jaringanya-NN jelek-JJ min-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN dj-NN lagu-NN joget-NN enak-NN hp-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'id-NN min-NN tidak-NEG terus-RB galaxy-NN note-NN edition-NN iya-NN ane-NN rusak-JJ tab-RB menyamaimelebihi-VBT tab-NN ',SAMSUNG,UNCATEGORIZED
'service-NN center-NN samsung-NN henpon-NN jelek-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN unbonya-NN review-NN samsung-NN jj-NN prime-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'satuh-CDP mimin-NN suka-VBI samsung-VBT jjprime-NN desain-NN full-NN metal-NN bahan-NN logam-NN enak-NN genggam-NN iya-NN tidak-NEG ',SAMSUNG,UNCATEGORIZED
'samsung-NN galaxy-NN jjprime-NN cocok-JJ suka-VBI sama-JJ selfie-SC muat-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN galaxy-NN jjprime-NN smartphone-NN cocok-JJ suka-VBI sama-JJ sharing-IN social-NN media-NN sharing-NN foto-NN ',SAMSUNG,UNCATEGORIZED
'pakai-NN delcell-NN qc-NNP kinerja-NN bagus-IN arti-NN charge-NNP cepat-JJ padu-IN kepala-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-JJ ag-SC profesional-JJ lega-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI laptop-NN slim-NN dapetin-MD mysterious-NNP quiz-NNP creativ-NNP ',SAMSUNG,UNCATEGORIZED
'cari-NN kamera-NN bagus-IN outdoor-NN kuat-JJ multitasking-NN pengin-VBI nyoba-JJ xiaomi-SYM mas-NN bosen-NN samsung-NN resmi-JJ baru-JJ prime-NN note-NN ',SAMSUNG,UNCATEGORIZED
'tidak-NEG suka-VBI banget-NN instrumen-NN over-FW the-FW horizon-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI iphone-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'ta-NN suka-VBI wifi-FW ruma-NN paksa-NN data-NN g-NN online-NN samsung-NN ipod-NN sadai-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ xiaomi-SYM bagus-IN mna-NN samsung-NN nya-NN z-NN z-NN xiaomi-SYM nya-NN mis-NN balik-NN samsung-JJ edge-NN xiaomi-SYM redmi-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN ab-NN vs-NN jj-NN prime-NN speed-NN test-NN ',SAMSUNG,UNCATEGORIZED
'lawa-NN suka-VBI design-IN mcm-NN ss-NN githew-NN tkbest-NN samsung-NN edge-NN lawa-NN gila-NN ',SAMSUNG,UNCATEGORIZED
'beli-VBT kabel-NN samsung-RB takut-NEG gampang-JJ rusak-JJ kayak-NN bawa-NN hp-NN tidak-NEG tahun-NN tidak-NEG dipake-VBT fast-NN charging-NNP ',SAMSUNG,UNCATEGORIZED
'id-NNP iya-NNP tau-VBT pls-NN panel-NN layar-NN samsung-NN saing-NN ips-NN sayang-NN kadang-NN suka-VBI tidak-NEG tulis-VBT spec-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN teknologi-NN samsung-NN caplok-NN harman-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN hidup-NN normal-NN lampu-NN dunia-NN paparazzi-NN imagenya-NN rusak-JJ ',SAMSUNG,UNCATEGORIZED
'samsung-NN sih-NN bagus-NN tawa-NN ',SAMSUNG,UNCATEGORIZED
'kgkbody-NN jelekkalau-JJ urus-VBT kamera-NN lumayan-JJ cas-NN layar-NN tebel-NN banget-NN positif-JJ samsung-VBT ae-NN iph-NN s-NN ',SAMSUNG,UNCATEGORIZED
'unit-NN samsung-NN rusak-JJ buru-NN buru-NN bawa-NN servis-NN tidak-NEG resmi-JJ bawa-NN kdr-NN kdr-NN diri-NN ',SAMSUNG,UNCATEGORIZED
'hidup-NN jengkol-NN anies-NN suka-VBI makan-VBT jengkol-NN euy-NN ',SAMSUNG,UNCATEGORIZED
'ag-IN nya-NN samsung-NN kayak-NN bagus-NN yah-SC ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN samsung-NN galaxy-NN aman-NN ledakan-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN z-NN z-NN review-NN indonesia-NN hp-NN ',SAMSUNG,UNCATEGORIZED
'rusak-JJ kali-NN kya-NN hp-NN samsung-NN kya-NN nyala-NN mati-VBI ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN unboxing-NN samsung-NN jj-NN prime-NN indonesia-NN tidak-NEG mewah-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN micro-NN sd-NN sim-NN samsung-NN galaxy-NN ae-NN as-NN e-NN es-NN ',SAMSUNG,UNCATEGORIZED
'wak-NN bagus-IN syukur-NN je-NN samsung-NN kah-NNP ipong-NN lambat-JJ ',SAMSUNG,UNCATEGORIZED
'tunggu-VBT berita-NN bagus-IN samsung-VBT recall-NN z-NN z-NN forceclose-NN mana-NN ',SAMSUNG,UNCATEGORIZED
'iyasih-NNG xiaomi-SYM bagus-IN nyoba-NN pakai-NN samsung-NN tahan-NN bantin-NN banget-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN pasca-NN ledak-NN samsung-NN tegas-NN baterai-NN aman-NN ',SAMSUNG,UNCATEGORIZED
'ready-NN oppo-NN neoafs-NN desain-NN mewah-JJ ccok-NNP anak-NN remaja-NN kualitas-NN kamera-NN bagus-IN ready-NN samsungxiomilenovo-NN cod-NN juragan-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN z-NN z-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN aetech-NN samsung-NN galaxy-NN ab-NN unboxing-NN hands-RB on-FW ',SAMSUNG,UNCATEGORIZED
'js-NN bagus-IN akalo-NN bandingin-NN harga-NN spec-NN menang-VBT xiaomi-SYM sihcuma-NN spec-NN lihat-VBT harga-NN samsung-NN lbh-NN unggul-NN ',SAMSUNG,UNCATEGORIZED
'id-NN tidak-NEG puas-JJ kulkas-NN samsung-NN rteb-NNP benerin-NN rusak-JJ makan-VBT busuk-JJ bulak-NN beli-VBT id-NNP ',SAMSUNG,UNCATEGORIZED
'mandi-NN lerr-NN muka-NN mandi-NN camera-NN samsung-NN bagus-NN tawa-NN ',SAMSUNG,UNCATEGORIZED
'chargernya-NNP rusak-JJ banget-NN samsung-JJ young-FW young-FW bha-NN ',SAMSUNG,UNCATEGORIZED
'iya-NN allah-NN foto-NN jelek-JJ banget-NN kaya-JJ pakai-NN kamera-NN hape-NN moto-NN pakai-NN samsung-VBT sa-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI ah-NN emoji-NN samsung-SC gede-JJ ',SAMSUNG,UNCATEGORIZED
'samsung-NN rusak-JJ ajah-NN make-NN ip-NNP isi-NNP cuma-VBT line-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ xiaomi-SYM bagus-NN sih-NN ',SAMSUNG,UNCATEGORIZED
'keren-JJ guyss-NN galaxy-NN j-NN j-NN prime-NN js-NN prime-NN rilis-JJ indonesia-NN tawar-NN spek-NN bagus-IN harga-NN murah-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI laptop-NN slim-NN dapetin-MD mysterious-NNP quiz-NNP creativ-NNP ',SAMSUNG,UNCATEGORIZED
'bagus-IN beli-VBT samsung-SC hah-VBI ',SAMSUNG,UNCATEGORIZED
'suka-VBI selfie-IN samsung-VBT galaxy-NN j-NN j-NN prime-NN cocok-JJ teman-NN selfie-NN kece-JJ teman-NN keluarga-NN ',SAMSUNG,UNCATEGORIZED
'jaring-NN ag-IN nya-NN tidak-NEG stabil-JJ suka-VBI pas-JJ samsung-VBT galaxy-NN gift-NN tidak-NEG stabil-JJ tidak-NEG pakai-NN combo-FW xtra-SYM daerah-NN mayor-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN unboxing-NN samsung-NN jj-NN prime-NN indonesia-NN tidak-NEG mewah-JJ ',SAMSUNG,UNCATEGORIZED
'video-NN daftar-NN putar-NN mantap-JJ uji-NN tes-NN layar-NN samsung-NN kuat-JJ banget-NN ',SAMSUNG,UNCATEGORIZED
'battery-NN malam-NN habis-VBI habis-VBI bagus-NN samsung-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN z-NN z-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN edge-NN vs-NN iphone-NN gs-NN plus-NN coca-NN cola-NN freeze-NN test-NN ',SAMSUNG,UNCATEGORIZED
'kanan-NN walkman-NN kiri-NN power-NN bang-NN kat-VBT tangan-NN samsung-JJ ciri-VBI ciri-VBI gen-NN anti-JJ sosial-JJ suka-VBI burung-NN hantu-RB ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN best-JJ smartphone-IN camera-NN asus-NN zenfone-NN oppo-NN fis-FW and-FW samsung-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN z-NN z-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN rusak-JJ iphone-NN rusak-JJ pakai-NN bentar-VBI esia-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN jelas-JJ samsung-NN kait-NNP larang-VBI galaxy-NN note-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI banget-NN aplikasi-NN sesuai-RB telepon-NN seluler-NN samsung-NN sa-NN aplikasi-NN sa-NN ',SAMSUNG,UNCATEGORIZED
'hp-NN samsung-NN seri-NN zoom-NN tyt-NN lucuk-NN iya-NN bagus-NN kamera-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN z-NN z-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN z-NN z-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN edge-NN review-NN indonesia-NN juta-CDP sempurna-JJ ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN rilis-NNP samsung-VBT galaxy-NN j-NN prime-NN series-NN tandingi-NN huawei-NN pg-NN lite-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN z-NN z-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN samsung-NN cukupi-JJ panel-NN oled-IN iphone-NNP ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN jj-NN review-NN indonesia-NN ',SAMSUNG,UNCATEGORIZED
'id-NN samsung-NN galaxy-NN js-RB habis-VBI baru-JJ os-NN memory-VBT internal-NN kurang-RB bnyak-VBT tu-NN sd-NN card-NN suka-VBI tidak-NEG kbaca-NN payah-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN as-NN vs-NN asus-NN zenfone-NN ze-NN zekl-NN ',SAMSUNG,UNCATEGORIZED
'kampreet-PRP headshet-MD samsung-VBT cepat-JJ banget-NN rusak-JJ ',SAMSUNG,UNCATEGORIZED
'samsung-NN alam-NN tonton-NN soundbar-NN serihw-NN kgso-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN simultaneously-NN using-NN sim-NN with-FW sd-NN card-NN in-FW samsung-VBT galaxy-NN edge-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN smart-NN tv-NN uhd-NN built-NN in-FW wifi-FW bagus-IN w-NN eva-NN at-IN airnav-NN indonesia-NN headquarters-NN pic-NN ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN tanding-NN samsung-NN galaxy-NN gear-NN iconnya-NN versus-NN apple-NN airpods-NN ',SAMSUNG,UNCATEGORIZED
'dripada-NN ip-NN samsung-JJ a-FW series-NN j-NN series-NN ip-NN mah-NN menang-VBT nama-NN positif-JJ nggame-NN ae-NN suka-VBI error-NN ',SAMSUNG,UNCATEGORIZED
'call-NN nama-NN nomor-NN telpon-NN sayang-NN suka-VBI ',SAMSUNG,UNCATEGORIZED
'tidak-NEG masuk-VBT ling-NN form-NN online-NN ny-NN st-NN kirim-NN bareng-NN rusak-JJ gdg-NN lazada-NN pcs-NN tempred-NN glass-JJ samsung-VBT ji-NN asus-NN zen-NN zen-NN in-FW ',SAMSUNG,UNCATEGORIZED
'mana-NN bagus-WP xioami-SYM redmi-NN profesional-JJ vs-NN samsung-NN galaxy-NN jj-NN prime-NN lihat-VBT lengkap-JJ ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'samsung-JJ hadir-VBI alam-NN teater-NN rumah-NN soundbar-NN dolby-NN atmos-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN as-NN vs-NN asus-NN zenfone-NN ze-NN zekl-NN ',SAMSUNG,UNCATEGORIZED
'sang-RP datang-VBI luna-JJ duel-NN samsung-NN galaxy-NN sg-NN edge-NN plus-NN bagus-NN iya-NNP ',SAMSUNG,UNCATEGORIZED
'okezonenews-NN aktif-JJ c-NN developers-NN samsung-VBT microsoft-NN ',SAMSUNG,UNCATEGORIZED
'sue-NN samsung-NN rusak-JJ ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN review-NN samsung-NN galaxy-NN jj-NN prime-NN indonesia-NN lengkap-JJ jj-NN ',SAMSUNG,UNCATEGORIZED
'samsung-NN je-NN kerusi-NN tu-NN kakak-NN perempuan-NN suka-VBI sila-NN je-NN ',SAMSUNG,UNCATEGORIZED
'suka-VBI video-NN samsung-NN galaxy-NN as-NN vs-NN asus-NN zenfone-NN ze-NN zekl-NN ',SAMSUNG,UNCATEGORIZED
'kualitas-NN bagus-IN samsung-VBT kang-NN ',SAMSUNG,UNCATEGORIZED
'mod-NN pixel-NN hp-NN samsung-JJ suka-VBI android-NN full-NN of-FW customisation-NN ',SAMSUNG,UNCATEGORIZED
