@relation NLP

@attribute Tweet string
@attribute Category {SAMSUNG,IPHONE,VIVO,OPPO,XIAOMI,LENOVO}
@attribute Sentiment {POSITIVE,NEUTRAL,NEGATIVE,UNCATEGORIZED}

@data
'cocok suka sama sharing ',SAMSUNG,UNCATEGORIZED
'qc bagus charge cepat padu samsung ',SAMSUNG,UNCATEGORIZED
'suka samsung ag profesional lega ',SAMSUNG,UNCATEGORIZED
'suka dapetin mysterious quiz creativ ',SAMSUNG,UNCATEGORIZED
'bagus kuat pengin nyoba xiaomi resmi baru ',SAMSUNG,UNCATEGORIZED
'tidak suka over the samsung ',SAMSUNG,UNCATEGORIZED
'suka samsung ',SAMSUNG,UNCATEGORIZED
'suka wifi ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka design ',SAMSUNG,UNCATEGORIZED
'beli samsung takut gampang rusak tidak tidak dipake charging ',SAMSUNG,UNCATEGORIZED
'',SAMSUNG,UNCATEGORIZED
'rusak ',SAMSUNG,UNCATEGORIZED
'bagus ',SAMSUNG,UNCATEGORIZED
'jelek kalau urus lumayan positif samsung ',SAMSUNG,UNCATEGORIZED
'rusak tidak resmi ',SAMSUNG,UNCATEGORIZED
'suka makan ',SAMSUNG,UNCATEGORIZED
'ag bagus yah ',SAMSUNG,UNCATEGORIZED
'',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'rusak mati ',SAMSUNG,UNCATEGORIZED
'suka tidak mewah ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'bagus kah lambat ',SAMSUNG,UNCATEGORIZED
'tunggu bagus samsung ',SAMSUNG,UNCATEGORIZED
'iyasih xiaomi bagus ',SAMSUNG,UNCATEGORIZED
'',SAMSUNG,UNCATEGORIZED
'mewah ccok bagus ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka hands on ',SAMSUNG,UNCATEGORIZED
'bagus menang xiaomi lihat ',SAMSUNG,UNCATEGORIZED
'tidak puas rteb rusak makan busuk beli id ',SAMSUNG,UNCATEGORIZED
'bagus ',SAMSUNG,UNCATEGORIZED
'chargernya rusak samsung young young ',SAMSUNG,UNCATEGORIZED
'jelek kaya samsung ',SAMSUNG,UNCATEGORIZED
'suka samsung gede ',SAMSUNG,UNCATEGORIZED
'rusak ip isi cuma ',SAMSUNG,UNCATEGORIZED
'samsung xiaomi bagus ',SAMSUNG,UNCATEGORIZED
'keren rilis bagus murah ',SAMSUNG,UNCATEGORIZED
'bagus beli samsung hah ',SAMSUNG,UNCATEGORIZED
'suka selfie samsung cocok kece ',SAMSUNG,UNCATEGORIZED
'ag tidak stabil suka pas samsung tidak stabil tidak combo xtra ',SAMSUNG,UNCATEGORIZED
'suka tidak mewah ',SAMSUNG,UNCATEGORIZED
'mantap kuat ',SAMSUNG,UNCATEGORIZED
'habis habis bagus samsung ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka best smartphone fis and samsung ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'rusak rusak bentar ',SAMSUNG,UNCATEGORIZED
'suka sesuai ',SAMSUNG,UNCATEGORIZED
'bagus ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka juta sempurna ',SAMSUNG,UNCATEGORIZED
'rilis samsung ',SAMSUNG,UNCATEGORIZED
'cukupi oled iphone ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'js habis baru memory kurang bnyak suka tidak ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'kampreet headshet samsung cepat rusak ',SAMSUNG,UNCATEGORIZED
'',SAMSUNG,UNCATEGORIZED
'suka with in samsung ',SAMSUNG,UNCATEGORIZED
'',SAMSUNG,UNCATEGORIZED
'samsung a menang positif suka ',SAMSUNG,UNCATEGORIZED
'sang datang luna bagus iya ',SAMSUNG,UNCATEGORIZED
'rusak ',SAMSUNG,UNCATEGORIZED
'suka lengkap ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'bagus samsung ',SAMSUNG,UNCATEGORIZED
'samsung suka of ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka dapetin mysterious quiz creativ ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka rgang samsung antutu ',SAMSUNG,UNCATEGORIZED
'samsung second bagus lengkap ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka button ',SAMSUNG,UNCATEGORIZED
'samsung hadir blog ',SAMSUNG,UNCATEGORIZED
'mantap kuat ',SAMSUNG,UNCATEGORIZED
'suka ',SAMSUNG,UNCATEGORIZED
'suka hina milik beli hancur ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus lari lari tidak ',IPHONE,UNCATEGORIZED
'x suka iphone ',IPHONE,UNCATEGORIZED
'beli bagus ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'light bagus ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'nya bagus ',IPHONE,UNCATEGORIZED
'iphone bagus ',IPHONE,UNCATEGORIZED
'suka taknak iphone ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'lhkitorang suka xbonya ',IPHONE,UNCATEGORIZED
'dibeliin bagus ',IPHONE,UNCATEGORIZED
'suka canggih iphone ',IPHONE,UNCATEGORIZED
'bmwmmg suka ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'sonya xperia bagus iphone ',IPHONE,UNCATEGORIZED
'terang suka ',IPHONE,UNCATEGORIZED
'suka adik ',IPHONE,UNCATEGORIZED
'kaya suka ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'suka iphone ',IPHONE,UNCATEGORIZED
'rusak ',IPHONE,UNCATEGORIZED
'kini ganteng lbh suka kaya bela ',IPHONE,UNCATEGORIZED
'suka kaya samsung ',IPHONE,UNCATEGORIZED
'cepat lambat parah tidak iphone ',IPHONE,UNCATEGORIZED
'bagus senang nak beli rilek ',IPHONE,UNCATEGORIZED
'merk bagus samsungiphone ',IPHONE,UNCATEGORIZED
'',IPHONE,UNCATEGORIZED
'tetiba suka iphone ish ',IPHONE,UNCATEGORIZED
'iphone habis ',IPHONE,UNCATEGORIZED
'a suka awk awk ',IPHONE,UNCATEGORIZED
'nya bagus ',IPHONE,UNCATEGORIZED
'fasilitasi wireless charging ',IPHONE,UNCATEGORIZED
'',IPHONE,UNCATEGORIZED
'guna ',IPHONE,UNCATEGORIZED
'suka hina milik beli hancur ',IPHONE,UNCATEGORIZED
'suka keras ',IPHONE,UNCATEGORIZED
'suka iphone ',IPHONE,UNCATEGORIZED
'sepurna masuk mantap ',IPHONE,UNCATEGORIZED
'sepurna masuk mantap ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'suka glass ',IPHONE,UNCATEGORIZED
'rusak ',IPHONE,UNCATEGORIZED
'rusak negatif tidak liat bantu ',IPHONE,UNCATEGORIZED
'masuk suka penuh ',IPHONE,UNCATEGORIZED
'porno mantap ',IPHONE,UNCATEGORIZED
'suka atas itunes ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'mantap iya ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'suka ringkas ringkas ringkas terima ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'xiao bagus pop ',IPHONE,UNCATEGORIZED
'bagus g pop ',IPHONE,UNCATEGORIZED
'porno mantap kaget ',IPHONE,UNCATEGORIZED
'canggih canggih bagus bagus suka samsung ',IPHONE,UNCATEGORIZED
'delapan baik iphone habis ',IPHONE,UNCATEGORIZED
'lihat suka ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus tidak bagus makan tidak ',IPHONE,UNCATEGORIZED
'rusak ',IPHONE,UNCATEGORIZED
'cantik mantap nampak ',IPHONE,UNCATEGORIZED
'pandai bagus ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus murah ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'suka luang ',IPHONE,UNCATEGORIZED
'bagus cepat lcd nin ',IPHONE,UNCATEGORIZED
'suka show off iphone ish ',IPHONE,UNCATEGORIZED
'suka maju ',IPHONE,UNCATEGORIZED
'iphone benci iphone ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'benci mase kite ade lahir ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'ye suka selfie iphone dik ',IPHONE,UNCATEGORIZED
'suka of keren ',IPHONE,UNCATEGORIZED
'bagus cantik pas cerah ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'memding bagus awet ',IPHONE,UNCATEGORIZED
'suka yu ',IPHONE,UNCATEGORIZED
'suka cuma jutaani ',IPHONE,UNCATEGORIZED
'you suka iphone suka iphone suka you hayom ',IPHONE,UNCATEGORIZED
'suka makan yen ',IPHONE,UNCATEGORIZED
'offer iphone memg tunggu offer suka ',IPHONE,UNCATEGORIZED
'suka iphone terima ',IPHONE,UNCATEGORIZED
'iphone chip ',IPHONE,UNCATEGORIZED
'benci rn ',IPHONE,UNCATEGORIZED
'baik rusak ',IPHONE,UNCATEGORIZED
'tidak charger rusak melulu ',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'atawa butut atawa rusak nya ',IPHONE,UNCATEGORIZED
'porno mantap ',IPHONE,UNCATEGORIZED
'porno mantap iri smartphone iphone ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'siap jet black ',IPHONE,UNCATEGORIZED
'putih suka ',IPHONE,UNCATEGORIZED
'mantap ',IPHONE,UNCATEGORIZED
'yeh suka hmm those memories terima iamneeta ',IPHONE,UNCATEGORIZED
'tidak iphone ss suka mati suka mati yah ',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'porno mantap tidur ludes ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'suka and ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'penat beli bagus ',IPHONE,UNCATEGORIZED
'suka samsung ',IPHONE,UNCATEGORIZED
'suka tidak black sremmurdgucci ',IPHONE,UNCATEGORIZED
'i suka ',IPHONE,UNCATEGORIZED
'elok iphone bagus ',IPHONE,UNCATEGORIZED
'suka parody ',IPHONE,UNCATEGORIZED
'bingung beli beli bagus beli ',IPHONE,UNCATEGORIZED
'dual ',IPHONE,UNCATEGORIZED
'bingung beli beli beli bagus ',IPHONE,UNCATEGORIZED
'gagal dikiran bagus tidak dewa ',IPHONE,UNCATEGORIZED
'suka iphone ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'shut ',IPHONE,UNCATEGORIZED
'rusak tinggal blokir tidak yll ',IPHONE,UNCATEGORIZED
'tidak beli iya kadung benci dendam sendiri ',IPHONE,UNCATEGORIZED
'',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'suka dance suka selfie sempat menangin ikut chocofunbyebyegalau ',IPHONE,UNCATEGORIZED
'dual lampaui milik ',IPHONE,UNCATEGORIZED
'mantap ',IPHONE,UNCATEGORIZED
'kaya suka ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'dah hanise ugh benci cakap ',IPHONE,UNCATEGORIZED
'so those curi suka selfie kat ye justasking ',IPHONE,UNCATEGORIZED
'charger rusak beli rusak and ',IPHONE,UNCATEGORIZED
'akhiri suka ',IPHONE,UNCATEGORIZED
'beli bagus murah jap ',IPHONE,UNCATEGORIZED
'suka and mudah block ',IPHONE,UNCATEGORIZED
'mantap bgus dipke hahhah ',IPHONE,UNCATEGORIZED
'nya bagus ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'bagus beli iphone ',IPHONE,UNCATEGORIZED
'nya bagus ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'gagal si bagus tidak ',IPHONE,UNCATEGORIZED
'beli suka handy suka besaq ',IPHONE,UNCATEGORIZED
'xavierus lantas banting rusak ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'hot kat class hot kat suka hot kat mesti iphone ',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'beli bagus ',IPHONE,UNCATEGORIZED
'iphone tampil dual ois ',IPHONE,UNCATEGORIZED
'nikmati ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'dika rusak jatuh si merah tidak dipake ',IPHONE,UNCATEGORIZED
'a bagus tepuk a iphone ',IPHONE,UNCATEGORIZED
'that suka iphone ',IPHONE,UNCATEGORIZED
'suka to on ',IPHONE,UNCATEGORIZED
'rusak an thread negatif ',IPHONE,UNCATEGORIZED
'suka big dual ',IPHONE,UNCATEGORIZED
'kembali rusak ',IPHONE,UNCATEGORIZED
'mudah mudah benci pergi ',IPHONE,UNCATEGORIZED
'merk urus bagus iphone non ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus tidak lecet positif ',IPHONE,UNCATEGORIZED
'glamour bagus ',IPHONE,UNCATEGORIZED
'beli ramai ramai ramai suka tambah ',IPHONE,UNCATEGORIZED
'suka iphone ',IPHONE,UNCATEGORIZED
'rusak susah tidak ',IPHONE,UNCATEGORIZED
'suka asli ',IPHONE,UNCATEGORIZED
'kaya suka ',IPHONE,UNCATEGORIZED
'xmau cakap suka iphone comparison pg menang ',IPHONE,UNCATEGORIZED
'suka lambat ',IPHONE,UNCATEGORIZED
'iphone second bagus positif ',IPHONE,UNCATEGORIZED
'charger ip suka rusak tidak awet charger ',IPHONE,UNCATEGORIZED
'your iphone bagus ',IPHONE,UNCATEGORIZED
'jelek ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'kaya bagus ',IPHONE,UNCATEGORIZED
'tidak bagus iphone butut ',IPHONE,UNCATEGORIZED
'benci jugak ',IPHONE,UNCATEGORIZED
'tulus iphone bagus ',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'',IPHONE,UNCATEGORIZED
'beli jelek ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'suka tidur xxnya ',IPHONE,UNCATEGORIZED
'charger tiga duga iphone china ',IPHONE,UNCATEGORIZED
'lepas bahawa suka tidak milik ',IPHONE,UNCATEGORIZED
'charger duga muncul chargerpalsu ',IPHONE,UNCATEGORIZED
'charger rusak kendor ',IPHONE,UNCATEGORIZED
'parah ',IPHONE,UNCATEGORIZED
'your iphone bagus ',IPHONE,UNCATEGORIZED
'suka dapat magic tricks with iphone ',IPHONE,UNCATEGORIZED
'of the tips pindah android ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'butuh cepat bagus normal ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus beli makan ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'rusak rusak bentar ',IPHONE,UNCATEGORIZED
'suka iphone button samsunguser ',IPHONE,UNCATEGORIZED
'jap beli suka beli beli ',IPHONE,UNCATEGORIZED
'xpa mantap ',IPHONE,UNCATEGORIZED
'suka keras ',IPHONE,UNCATEGORIZED
'bagus tidak suka sm lain ',IPHONE,UNCATEGORIZED
'suka iphone dibandingin jujur ',IPHONE,UNCATEGORIZED
'cpt suka beli cpt tidak hang tidak hang bh hancur ',IPHONE,UNCATEGORIZED
'dengar suka lestariscreenekamatra mari nikmat ',IPHONE,UNCATEGORIZED
'benci iphone x ',IPHONE,UNCATEGORIZED
'suka antik antik ',IPHONE,UNCATEGORIZED
'mati hape bagus tidak pengin iphone ',IPHONE,UNCATEGORIZED
'jepang suka xxnya ',IPHONE,UNCATEGORIZED
'suka iphone ',IPHONE,UNCATEGORIZED
'',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'ye percaya and and bagus please thang you ',IPHONE,UNCATEGORIZED
'to date suka iphone annual x ',IPHONE,UNCATEGORIZED
'rusak tidak negatif ',IPHONE,UNCATEGORIZED
'cukupi oled iphone ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'bagus iphone ',IPHONE,UNCATEGORIZED
'murah bagus dapur tangguh ',IPHONE,UNCATEGORIZED
'sakit sentuh ',IPHONE,UNCATEGORIZED
'suka the iphone ',IPHONE,UNCATEGORIZED
'mantap ',IPHONE,UNCATEGORIZED
'charger tidak nambah tetep kosong tidak dinyalain rusak ',IPHONE,UNCATEGORIZED
'tidak suka iya ',IPHONE,UNCATEGORIZED
'jatuh rusak good ',IPHONE,UNCATEGORIZED
'bagus pening segi ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'bagus ma masuk islam iphoneipad ',IPHONE,UNCATEGORIZED
'suka iphone ',IPHONE,UNCATEGORIZED
'suka bengkak iphone x ',IPHONE,UNCATEGORIZED
'kaya suka ',IPHONE,UNCATEGORIZED
'pasai benci ',IPHONE,UNCATEGORIZED
'benci iphone tunggu beli sonya ',IPHONE,UNCATEGORIZED
'rusak iphone ',IPHONE,UNCATEGORIZED
'awk suka iphone suka suka you ',IPHONE,UNCATEGORIZED
'idabagus ',IPHONE,UNCATEGORIZED
'wingi rusak ',IPHONE,UNCATEGORIZED
'a bagus tepuk a ',IPHONE,UNCATEGORIZED
'parah yogya gugat rpi miliar xxnya ',IPHONE,UNCATEGORIZED
'jujur tidak suka ',IPHONE,UNCATEGORIZED
'xiaomi murah milik bagus ',IPHONE,UNCATEGORIZED
'',IPHONE,UNCATEGORIZED
'suka beli ',IPHONE,UNCATEGORIZED
'mantap iphone ',IPHONE,UNCATEGORIZED
'rusak ',IPHONE,UNCATEGORIZED
'kaya rusak ',IPHONE,UNCATEGORIZED
'suka keras ',IPHONE,UNCATEGORIZED
'sss ',IPHONE,UNCATEGORIZED
'tinggi mantap cd cdb ',IPHONE,UNCATEGORIZED
'android ',IPHONE,UNCATEGORIZED
'iphone bagus retak ',IPHONE,UNCATEGORIZED
'suka ',IPHONE,UNCATEGORIZED
'bagus ',IPHONE,UNCATEGORIZED
'jelek mencet susah tidak ',IPHONE,UNCATEGORIZED
'suka mesti milik lihat ',IPHONE,UNCATEGORIZED
'member suka selfie pulak ',IPHONE,UNCATEGORIZED
'beli butuh bagus ',IPHONE,UNCATEGORIZED
'suka on the iphone bantu naikin percaya ',IPHONE,UNCATEGORIZED
'xtahu mantap tidak ',OPPO,UNCATEGORIZED
'ramai suka rj ',OPPO,UNCATEGORIZED
'opposelfiefest daretodream keren ',OPPO,UNCATEGORIZED
'bagus sih tidak cm mentok ',OPPO,UNCATEGORIZED
'berselfie quality bagus ',OPPO,UNCATEGORIZED
'beli keren ',OPPO,UNCATEGORIZED
'intensif beli bagus ',OPPO,UNCATEGORIZED
'intensif diberikanpembeli bagus ',OPPO,UNCATEGORIZED
'rm crow take credit jatuh blame ',OPPO,UNCATEGORIZED
'bagus ',OPPO,UNCATEGORIZED
'beli bagus ',OPPO,UNCATEGORIZED
'intensif beli bagus ',OPPO,UNCATEGORIZED
'suka lihat tampil cantik cocok oppoopposelfiefest ',OPPO,UNCATEGORIZED
'',OPPO,UNCATEGORIZED
'jatuh kecewa beli ',OPPO,UNCATEGORIZED
'beli tinggi intensif bagus ',OPPO,UNCATEGORIZED
'keren selfie langsung dipesan shopping ',OPPO,UNCATEGORIZED
'tidak ',OPPO,UNCATEGORIZED
'siap tidak keren ',OPPO,UNCATEGORIZED
'intensif beli bagus ',OPPO,UNCATEGORIZED
'mantap positif opposelfiefest ',OPPO,UNCATEGORIZED
'handmade saji ',OPPO,UNCATEGORIZED
'keren bilang keren ',OPPO,UNCATEGORIZED
'keren tampil pas best opposelfiefest ',OPPO,UNCATEGORIZED
'keren hebat is ',OPPO,UNCATEGORIZED
'pecah keren ',OPPO,UNCATEGORIZED
'ya denger denger bagus yaa mel tuhh beli beli ',OPPO,UNCATEGORIZED
'keren banget tampil pulangnyaa ',OPPO,UNCATEGORIZED
'saji keren oppo ',OPPO,UNCATEGORIZED
'pecah parah suka tampil ',OPPO,UNCATEGORIZED
'lumayan riah positif tidak beli tidak rusak atas rk ',OPPO,UNCATEGORIZED
'keren habis opposelfiefest ',OPPO,UNCATEGORIZED
'nettv x pecah parah suka crewnya ',OPPO,UNCATEGORIZED
'keren ',OPPO,UNCATEGORIZED
'thnya keren baik bangga ofans ',OPPO,UNCATEGORIZED
'puas ',OPPO,UNCATEGORIZED
'serta korea keren ',OPPO,UNCATEGORIZED
'best keren opposelfiefest ',OPPO,UNCATEGORIZED
'oppo bagus ',OPPO,UNCATEGORIZED
'keren bangga netv ',OPPO,UNCATEGORIZED
'keren positif dijakarta positif opposelfiefest ',OPPO,UNCATEGORIZED
'',OPPO,UNCATEGORIZED
'keren oppo ',OPPO,UNCATEGORIZED
'suka pas ma rio ',OPPO,UNCATEGORIZED
'bagus oppoindonesia ',OPPO,UNCATEGORIZED
'bagus ',OPPO,UNCATEGORIZED
'keren ',OPPO,UNCATEGORIZED
'keren ',OPPO,UNCATEGORIZED
'tampil mantap pas best opposelfiefest ',OPPO,UNCATEGORIZED
'jatuh jatuh opposelfiefest ',OPPO,UNCATEGORIZED
'jelek ',OPPO,UNCATEGORIZED
'tampil jatuh good youraisa ',OPPO,UNCATEGORIZED
'nyanyi jatuh opposelfiefest ',OPPO,UNCATEGORIZED
'tampil jatuh good youraisa ',OPPO,UNCATEGORIZED
'rusak nih ',OPPO,UNCATEGORIZED
'keren isyana tunggu tidak positif ',OPPO,UNCATEGORIZED
'suka suka mungil oppofisteknologiselfie ',OPPO,UNCATEGORIZED
'kece bagus sempat opposelfiefest ',OPPO,UNCATEGORIZED
